id,order number,probe,network_status,expense_type,children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,val1,val2,val3,val4,action
probe_11941_80063407-8685-4d6e-998b-2b7a031b9f2d,11941,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,4,4,3,Bonus,3085,No,Rents,45,54,88,80,40,20,15,15
probe_11661_531c5e44-1b07-46e4-af1d-d254e37db1ce,11661,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Hourly,2246,No,Owns,9,4,8,80,90,95,100,95
probe_3198_e35aed9e-4c61-47b0-8f25-0fccc5cf31ba,3198,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,2,1,2,Salaried,4555,No,Rents,8,12,35,20,15,10,10,15
probe_8708_60c64ad3-974f-411d-8632-741ae4a2087e,8708,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,1,0,2,Salaried,2062,No,Rents,7,19,30,75,50,30,0,50
probe_2757_dfc8e531-52d6-45d0-96cc-9ecf92099ca9,2757,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,0,2,1,Hourly,1593,No,Owns,5,13,27,6450,4000,2000,1500,6450
probe_11620_fcb8d320-6901-48ff-a716-9245b08771f5,11620,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,0,0,0,Hourly,3735,Yes,Owns,8,4,5,1600,600,200,0,200
probe_7295_58803244-303b-47c8-96c6-aa56eb645d9e,7295,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,2,2,2,Salaried,2240,Yes,Rents,15,20,35,120,100,60,0,100
probe_3941_2cafc2ab-6fcf-483b-abf4-66febaca4581,3941,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,3,3,3,3,Hourly,2879,Yes,Rents,61,60,80,200,40,25,0,25
probe_10903_127f21bb-423a-4d63-981d-72f69b29fba4,10903,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,1,0,0,Bonus,2404,Yes,Owns,5,4,8,100,50,30,10,30
probe_10921_21d8651b-55fd-4429-8201-147fe97f908e,10921,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,1,0,0,Hourly,4350,No,Rents,2,5,12,75,50,30,0,30
probe_7445_d515b324-aaee-4602-829d-dbe27fc2e2ae,7445,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,0,0,Bonus,1248,Yes,Rents,1,10,10,1600,600,200,0,600
probe_6603_a7c1b990-24a0-4049-a824-ad1b1397267c,6603,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,3,1,2,Hourly,4519,Yes,Owns,26,50,53,100,50,30,10,30
probe_8726_b90dfae1-6029-4ddd-b23c-1cb96247b2bc,8726,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,2,4,2,Bonus,4695,No,Owns,35,65,80,50,60,70,80,70
probe_7032_9169b9df-b5a8-4721-be71-4dc85fbb70ed,7032,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,1,0,Salaried,4592,Yes,Rents,9,7,9,6450,4000,2000,1500,4000
probe_11251_b23e8a68-82f5-4dc1-b49e-0a9622625896,11251,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,3,2,1,Bonus,4493,Yes,Owns,39,31,54,75,50,30,0,0
probe_5362_bcdf3917-8886-4720-955c-8b2ec9fd2b03,5362,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,2,2,1,1,Bonus,3643,No,Rents,35,26,75,75,50,30,0,50
probe_7957_9c702b31-7aaf-43cf-8e0c-2ffeb70208f4,7957,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,1,2,Hourly,2879,Yes,Rents,37,31,55,120,100,60,0,60
probe_4139_cc628507-d192-4683-b04e-9543e40b18b5,4139,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,3,3,2,2,Bonus,2404,Yes,Owns,27,31,59,80,40,20,15,40
probe_10741_d972df46-0697-4d1e-8d37-6ac1934eadd3,10741,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,1,0,2,Salaried,2062,No,Rents,7,19,30,6450,4000,2000,1500,2000
probe_348_e153f44a-e339-4b5e-8d5e-04a85ee6a159,348,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,3,2,2,3,Salaried,4138,No,Owns,37,25,52,80,90,95,100,90
probe_7974_d26a74ae-4c96-48ab-85d5-feb34e12d236,7974,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,3,1,3,1,Salaried,1366,No,Owns,32,33,56,100,50,30,10,30
probe_4807_97cbf01e-4866-4acb-aa12-1cbf01314c34,4807,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2,3,1,3,Salaried,3601,No,Owns,17,31,54,6450,4000,2000,1500,4000
probe_231_df793c97-1804-41b8-bab4-119563a55fcb,231,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,1,2,1,Salaried,1214,No,Owns,17,40,57,6450,4000,2000,1500,4000
probe_7527_d6a1bdc7-d7f6-4445-9259-3a0d222f44ba,7527,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,1,Bonus,2810,Yes,Owns,8,10,10,1600,600,200,0,600
probe_5307_64a82d8c-ef79-4040-87b7-f2da1d36ac79,5307,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,3,2,1,3,Salaried,1125,Yes,Rents,18,23,53,120,100,60,0,100
probe_8163_175aff19-cd86-4996-85b7-ed6a9eef0aa5,8163,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,1,0,Salaried,1622,Yes,Rents,2,1,9,50,60,70,80,60
probe_1724_23b66f7f-bfbe-4ca7-ae85-7b7fa9bfd33e,1724,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,3,1,2,1,Hourly,2250,No,Owns,26,41,60,80,90,95,100,90
probe_2206_a1c7bca2-d09d-4c29-9406-192ce2910bda,2206,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,3,1,1,Hourly,1178,No,Owns,15,24,64,200,100,10,0,100
probe_3737_a9d116f3-3933-4a82-b7cc-93bdd7c34986,3737,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,3,2,3,Salaried,4555,No,Rents,20,24,60,75,50,30,0,50
probe_9324_c4037428-fc1a-4b63-868c-8ce2c2c4226d,9324,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,4,2,4,2,Bonus,4695,No,Owns,35,65,80,50,70,70,80,80
probe_6852_f7863a5b-41fd-403e-9602-e0a9c8bf929e,6852,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,0,0,0,Bonus,3643,No,Rents,8,2,25,6450,4000,2000,1500,4000
probe_10540_f9d3c3ef-09be-4529-82cc-a4218637492d,10540,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,3,1,1,1,Hourly,4826,No,Owns,25,35,73,1600,600,200,0,0
probe_7067_d00f3a51-3866-4d1b-a38d-8003a64009c8,7067,DEDUCTIBLE,IN-NETWORK,COST IN $,4,4,2,2,Bonus,2804,No,Owns,48,51,79,1600,600,200,0,200
probe_7926_cb9f4dfc-6ad9-45e3-833c-387ad4394619,7926,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,2,0,1,2,Bonus,2742,No,Owns,17,20,28,80,40,20,15,40
probe_1927_922ae2c4-f530-4f4d-9b58-1704c3d700a2,1927,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,3,4,3,4,Hourly,1596,Yes,Owns,50,55,76,200,100,10,0,100
probe_8382_81e76584-99cf-448f-b76d-fa5fc3e86497,8382,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,2,1,1,Salaried,4671,Yes,Rents,33,23,53,50,60,70,80,70
probe_11884_87bd4590-b191-457c-8037-5ec9236b54f1,11884,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,3,4,3,Salaried,4592,Yes,Rents,62,68,84,200,40,25,0,0
probe_6439_3303352b-d765-40da-8ce7-88e8cc4cefdc,6439,DEDUCTIBLE,IN-NETWORK,COST IN $,2,2,3,3,Bonus,3409,Yes,Rents,54,58,79,1600,600,200,0,200
probe_7578_ab8e48f6-2aed-498a-af82-838d6350b071,7578,DEDUCTIBLE,IN-NETWORK,COST IN $,0,0,0,0,Bonus,1440,Yes,Owns,4,10,8,1600,600,200,0,600
probe_2348_98b82652-172b-4de2-b6f3-03a26fe5592a,2348,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,1,3,2,Salaried,4038,Yes,Rents,28,36,62,6450,4000,2000,1500,4000
probe_1679_8eaa53a5-75a1-4eff-b52f-4a8c8d6384b1,1679,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,4,4,3,Hourly,170,No,Rents,61,60,83,200,100,10,0,100
probe_906_2b118034-c132-48ed-ab5b-f5d6b98d3dc8,906,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,1,1,1,Bonus,1006,No,Owns,27,35,73,200,100,10,0,100
probe_8004_2fb18ea5-0685-46ae-afe8-28a1526b5d0d,8004,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,2,1,2,Hourly,1019,Yes,Owns,15,20,28,1600,600,200,0,600
probe_2710_f2d69f9a-b044-45e4-87bc-7b2cc19d1d46,2710,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,2,0,1,1,Hourly,3252,Yes,Owns,10,12,35,20,15,10,10,20
probe_9448_7d8f17a3-87c7-44d0-bf2b-17247e94e498,9448,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,0,0,2,1,Hourly,2563,Yes,Rents,15,13,50,80,40,20,15,20
probe_10879_542c03c1-916e-4f9f-aba9-62c563c3feb8,10879,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,1,1,1,0,Hourly,4144,No,Owns,3,2,0,75,50,30,0,30
probe_5079_5430f923-d956-4031-b979-9e2b9773c5e2,5079,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,1,1,1,Hourly,2384,No,Rents,17,40,57,200,100,10,0,100
probe_9556_00a1423f-b0af-405e-8173-ce21cc9ea8a0,9556,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,1,1,Salaried,1235,Yes,Rents,7,4,8,50,70,70,80,70
probe_738_698d2ee0-7c3a-46f0-a1e5-bc1f05c75bbe,738,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,2,4,4,4,Salaried,3990,No,Rents,53,53,77,75,50,30,0,50
probe_5352_0dd1b2c1-1a2f-4692-8ecd-c0e91560f1a2,5352,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4,3,4,3,Salaried,2175,No,Owns,59,75,83,6450,4000,1500,1000,1500
probe_2872_a385f408-5958-4552-b170-9b41cb2a485e,2872,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,2,Salaried,2062,No,Rents,7,19,30,50,70,70,80,50
probe_9680_67ced13e-184c-4213-822e-5f539b0d0505,9680,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,3,3,2,2,Bonus,2404,Yes,Owns,27,31,59,200,40,25,0,0
probe_388_8e01de98-c41d-4be9-a3db-d653d5091134,388,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,0,1,0,Salaried,1622,Yes,Rents,2,1,9,1600,600,200,0,1600
probe_5995_fe21b76b-58bf-4c68-a0c6-a87b420f9666,5995,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,2,2,1,1,Bonus,3643,No,Rents,35,26,75,100,50,30,10,50
probe_8744_8ce4c2f4-9274-4d8f-8090-5819d321f5e5,8744,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,1,1,1,Salaried,3042,Yes,Rents,1,4,5,200,100,10,0,100
probe_8220_98f29e1c-9370-4f6a-be9b-bea160730130,8220,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,0,0,1,Hourly,3289,No,Rents,15,12,39,75,50,30,0,50
probe_472_722ae108-109b-46b6-a998-7a18ab909b6b,472,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,4,4,2,2,Bonus,1139,No,Owns,52,65,80,100,50,30,10,50
probe_8844_ca1be5b2-a6c3-4641-acf6-e39294129cbc,8844,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,3,4,3,4,Hourly,1596,Yes,Owns,50,55,76,100,50,30,10,30
probe_7309_e633ba5d-0d55-4fae-854b-847512f3c459,7309,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,4,4,4,4,Bonus,1962,No,Rents,35,68,84,80,40,20,15,20
probe_8138_2a06c731-6825-4bf0-acd4-e693c9576c8a,8138,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,0,0,1,Hourly,2954,Yes,Owns,10,7,6,20,15,10,10,15
probe_10172_f661aa25-feba-4faa-b5f5-2a7cf69f9b62,10172,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,4,4,4,4,Bonus,2793,Yes,Owns,63,73,76,50,60,70,80,80
probe_7132_06c97e0c-dbf2-47b5-8f18-63462f4faf45,7132,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,0,0,0,Hourly,3735,Yes,Owns,8,4,5,100,50,30,10,50
probe_739_6c90e551-12c9-42e5-b33d-480c1480d6b7,739,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,1,1,Hourly,2183,Yes,Owns,6,15,48,50,70,70,80,50
probe_8915_fed7daf7-e830-4c3f-ab13-991467e46064,8915,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,1,2,0,2,Salaried,3601,No,Owns,6,14,29,20,15,10,10,15
probe_10079_307d8b58-c683-46b4-887e-816fdc656dd2,10079,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4,3,4,3,Hourly,1593,No,Owns,36,55,76,6450,4000,2000,1500,1500
probe_6246_e02d8b67-da94-402e-ac03-42f35aa58797,6246,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,0,0,1,1,Hourly,2879,Yes,Rents,16,14,30,50,70,70,80,70
probe_1766_4acb507b-8fc3-461a-923d-167d3109e76a,1766,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4,4,2,2,Bonus,1139,No,Owns,52,65,80,6450,4000,2000,1500,4000
probe_6571_a7b152b7-f1cb-49d5-9d8a-ae355b3d071f,6571,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,1,3,1,2,Hourly,1596,Yes,Owns,27,25,52,50,70,70,80,70
probe_4554_ac805097-cf79-4d1f-b764-2c010d0e260f,4554,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,4,4,3,Bonus,3085,No,Rents,45,54,88,6450,4000,2000,1500,2000
probe_5652_0c9a31d2-8e54-4352-98ac-b01f093c3e52,5652,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,1,1,2,Hourly,3289,No,Rents,35,24,64,6450,4000,1500,1000,4000
probe_4765_2e7f685a-a687-495d-beb2-f6ac11560f13,4765,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,0,0,0,Hourly,2384,No,Rents,1,7,6,80,90,95,100,80
probe_2837_939abbf7-0df0-40e6-a68f-47f0b49ec416,2837,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,4,3,4,Salaried,4259,Yes,Rents,37,70,81,6450,4000,2000,1500,4000
probe_6695_74152be5-bc53-46e3-88d7-29d1d35174f4,6695,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,1,2,1,Bonus,2810,Yes,Owns,15,20,35,20,15,10,10,15
probe_985_fe19be88-df98-4aff-830d-312abcfd9d58,985,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,2,3,1,1,Hourly,4350,No,Rents,19,36,62,20,15,10,10,15
probe_1247_d720c1b1-3ca3-4340-a083-e44d1a711056,1247,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,2,1,2,Salaried,4259,Yes,Rents,6,18,32,50,60,70,80,50
probe_10713_b4fb269b-1e70-4d40-bc27-6b86834f4094,10713,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,1,1,Hourly,1178,No,Owns,15,24,64,50,60,70,80,80
probe_5183_f88c42a8-8fd8-419f-a880-eeb1c43ac458,5183,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,0,1,1,Salaried,1235,Yes,Rents,7,4,8,75,50,30,0,75
probe_3182_3f68e14d-ff2f-4a50-bbf9-fbc96e8c4af3,3182,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,2,1,2,Salaried,4259,Yes,Rents,6,18,32,50,70,80,100,70
probe_222_3db2f059-b7c7-42d0-a95f-39accd25d677,222,DEDUCTIBLE,IN-NETWORK,COST IN $,3,1,1,2,Hourly,3735,Yes,Owns,34,33,56,1600,600,200,0,600
probe_2929_7ce9bd5a-bdad-4ee7-bacd-830da6f1db2d,2929,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,0,0,0,Bonus,1440,Yes,Owns,4,10,8,6450,4000,2000,1500,6450
probe_74_cfbc04ab-90a0-4d0e-83e4-ae224f98aac3,74,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,1,1,1,0,Bonus,3149,No,Owns,1,3,4,120,100,60,0,120
probe_5858_9135c02f-af43-4bbb-8072-e4f4187cda51,5858,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,1,1,2,1,Salaried,1214,No,Owns,17,40,57,80,40,20,15,40
probe_9317_b99e97b1-8fc7-475b-a46b-a4c1ae23c521,9317,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,2,0,Hourly,2547,Yes,Owns,14,16,37,1600,600,200,0,200
probe_172_d4937630-30e0-4888-9621-2e77662849da,172,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1,2,2,3,Salaried,3990,No,Rents,30,23,53,6450,4000,1500,1000,4000
probe_4840_ddb3cc4f-93e8-41d1-9dcc-b5b9d7eb9395,4840,DEDUCTIBLE,IN-NETWORK,COST IN $,1,2,0,0,Hourly,4350,No,Rents,7,16,37,1600,600,200,0,600
probe_9963_6c246b82-a0f1-4d97-8a28-2954dd265089,9963,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,2,3,3,3,Bonus,1972,Yes,Owns,62,60,80,50,70,80,100,100
probe_10784_fbedbdec-a4cf-482b-adbe-fafa4e4147f5,10784,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,2,3,3,4,Bonus,381,No,Owns,41,65,88,75,50,30,0,0
probe_3221_5a12ad50-e599-4812-bf1a-13abe703af29,3221,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,4,3,4,3,Hourly,1593,No,Owns,36,55,76,20,15,10,10,10
probe_5959_969885b7-9fd7-4899-9ae1-fccfc02cb587,5959,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,2,0,1,Hourly,3429,No,Rents,15,18,32,20,15,10,10,15
probe_4665_2aef73b2-cc09-4adb-8ac7-a5a65b31372d,4665,DEDUCTIBLE,IN-NETWORK,COST IN $,2,2,1,2,Bonus,861,No,Owns,34,26,75,1600,600,200,0,600
probe_9505_c418419e-ebd8-4d58-b407-4a627bac257d,9505,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,2,3,2,Bonus,3085,No,Rents,23,24,64,100,50,30,10,10
probe_1180_12222531-6def-4e4e-a3cf-8c6a4649df8c,1180,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,1,0,0,0,Hourly,4826,No,Owns,4,5,23,100,50,30,10,100
probe_1361_248f0955-0f36-4138-abde-e31ede1112cd,1361,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Salaried,358,No,Rents,5,5,5,50,70,80,100,50
probe_5576_85e832cd-5072-43de-97ee-e7d3fb451fa7,5576,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,4,4,4,Bonus,2810,Yes,Owns,58,74,85,50,60,70,80,70
probe_4703_9145a6f3-59b9-4935-8b5c-41c59df2953b,4703,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,0,1,0,0,Hourly,3337,No,Rents,1,9,4,80,90,95,100,80
probe_11932_59baddb4-ac4f-495b-9fe8-8a731a3349f9,11932,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,4,3,2,4,Salaried,4377,No,Rents,46,73,76,200,40,25,0,0
probe_4394_25df1f87-20e0-435f-b4a3-83e9346ae2e9,4394,DEDUCTIBLE,IN-NETWORK,COST IN $,4,3,4,2,Hourly,152,Yes,Owns,58,65,88,1600,600,200,0,200
probe_6818_1295e032-d833-4057-9a1a-cf16fc60b513,6818,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1,1,0,1,Bonus,861,No,Owns,15,13,50,6450,4000,2000,1500,4000
probe_10610_15bc69d0-a6df-466d-98b3-c8d5cede0025,10610,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1,1,0,0,Salaried,3352,Yes,Rents,1,9,1,1600,600,200,0,200
probe_10011_a84e584a-32aa-4e14-afc9-30578d0871b9,10011,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,1,0,0,Hourly,2665,No,Rents,8,14,30,50,70,80,100,80
probe_6239_cd26722e-9f18-4144-a8bf-776bd47c9afc,6239,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,4,4,3,2,Hourly,2246,No,Owns,62,60,83,80,90,95,100,95
probe_3890_18288c8e-ab69-4421-8f3b-dd55ab3b32aa,3890,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,0,0,1,1,Bonus,2810,Yes,Owns,8,10,10,20,15,10,10,20
probe_584_5754ff26-5694-4ec4-8483-6c6aa9a8f59d,584,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,3,1,1,Hourly,2246,No,Owns,38,31,59,200,100,10,0,100
probe_8573_448882df-eb84-4ae3-8047-70c0cf55e258,8573,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,4,4,2,2,Bonus,1139,No,Owns,52,65,80,80,90,95,100,95
probe_11101_9222c604-272e-4c19-b83b-7c9ff6ff75ab,11101,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,1,3,1,2,Hourly,1596,Yes,Owns,27,25,52,80,90,95,100,100
probe_7595_7b0c6e6d-d340-4a70-848e-89b433a73ce5,7595,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,2,2,3,2,Bonus,1006,No,Owns,50,63,98,200,100,10,0,10
probe_2058_149f7cdd-5e44-4f6e-b747-3e9ded303f7a,2058,DEDUCTIBLE,IN-NETWORK,COST IN $,2,2,1,2,Salaried,3664,No,Owns,7,16,39,1600,600,200,0,1600
probe_4622_53dcc612-8675-4ca7-8941-4141ed1cf842,4622,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,2,3,1,1,Hourly,1178,No,Owns,15,24,64,6450,4000,1500,1000,4000
probe_7625_495a759d-97cd-4a32-8390-00518e50d97b,7625,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,200,100,10,0,10
probe_11576_7a1e46a3-0e4c-41f3-a013-3cf3c920b3a8,11576,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,3,4,4,4,Bonus,2810,Yes,Owns,58,74,85,50,60,70,80,80
probe_9415_2b323957-8002-473a-b386-103df3e0f7f1,9415,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,3,1,3,1,Bonus,2951,No,Owns,26,20,55,6450,4000,2000,1500,1500
probe_3203_d6e2dc8f-b87c-490b-8b2f-782eeb071c41,3203,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,1,0,2,0,Salaried,1855,No,Rents,17,20,35,50,60,70,80,60
probe_2994_3e9342ca-15df-4e64-9d80-384fa3aed037,2994,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,3,1,3,1,Hourly,3252,Yes,Owns,24,24,60,6450,4000,1500,1000,4000
probe_7113_8779a9ef-2fd0-4da7-83d6-819ebc6698bf,7113,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,1,0,0,Hourly,3337,No,Rents,1,9,4,200,100,10,0,100
probe_306_85ebcc41-ad64-4e4b-87d9-487921587fc6,306,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,1,0,1,0,Salaried,1855,No,Rents,9,10,10,200,40,25,0,200
probe_10567_6bf6f8a2-7454-4aff-ba15-a83467c5be58,10567,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,2,3,1,3,Bonus,4623,Yes,Owns,19,48,52,200,40,25,0,0
probe_1786_a8cfbbb5-1a19-42aa-9807-539a5531a5a4,1786,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,0,1,1,0,Salaried,1012,Yes,Owns,8,2,25,6450,4000,2000,1500,6450
probe_11865_ed1784ed-807f-4bd5-9205-bce85184041a,11865,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,4,4,4,3,Salaried,83,Yes,Owns,40,75,77,1600,600,200,0,0
probe_1201_64e63c22-a3b3-40bc-a6ed-e75eb685ee70,1201,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,2,1,1,1,Salaried,2852,Yes,Rents,18,36,56,80,90,95,100,90
probe_11733_6ccb51c5-e22f-4cbe-9959-ab83d7b23509,11733,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,1,0,0,0,Salaried,2852,Yes,Rents,1,5,5,200,100,10,0,10
probe_9350_f228879b-5dc4-431a-9c4e-5c9a0e0fe17a,9350,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,2,1,1,1,Hourly,2665,No,Rents,20,29,55,1600,600,200,0,0
